City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Lavrentiya,RU,2021-04-14 20:44:29,65.5833,-171.0,27.59,95,100,2.75
296,Richards Bay,ZA,2021-04-14 20:44:29,-28.783,32.0377,72.64,90,36,6.71
297,Balabac,PH,2021-04-14 20:44:30,7.9868,117.0645,79.25,81,13,5.48
298,Ceatalchioi,RO,2021-04-14 20:44:30,45.2886,28.7937,48.2,93,90,8.05
299,Northam,GB,2021-04-14 20:44:31,51.0333,-4.2167,45.0,87,45,4.68
300,Okha,RU,2021-04-14 20:44:31,53.5739,142.9478,19.99,93,100,19.06
301,Nome,US,2021-04-14 20:43:51,64.5011,-165.4064,32.0,93,90,3.44
302,Nam Som,TH,2021-04-14 20:44:32,17.7704,102.1895,82.99,77,100,2.15
303,Chokurdakh,RU,2021-04-14 20:44:32,70.6333,147.9167,-8.27,97,88,4.94
304,Vao,NC,2021-04-14 20:44:32,-22.6667,167.4833,74.84,81,100,20.92
305,San Juan Bautista,PE,2021-04-14 20:44:33,-14.0108,-75.7358,71.6,68,0,8.05
306,Adrar,MR,2021-04-14 20:44:33,20.5022,-10.0711,81.95,17,12,11.12
307,Aklavik,CA,2021-04-14 20:44:34,68.2191,-135.0107,26.6,59,75,5.75
308,Saint-Pierre,RE,2021-04-14 20:44:34,-21.3393,55.4781,75.2,78,0,5.75
309,Wilmington,US,2021-04-14 20:41:10,34.2257,-77.9447,75.2,57,1,11.5
310,Pedernales,DO,2021-04-14 20:44:34,18.0384,-71.744,80.47,71,21,4.41
311,Alto Araguaia,BR,2021-04-14 20:44:35,-17.3147,-53.2153,77.11,50,1,3.56
312,Sao Joao Da Barra,BR,2021-04-14 20:44:35,-21.6403,-41.0511,73.38,71,19,13.42
313,Sikasso,ML,2021-04-14 20:44:35,10.9167,-7.0,87.46,37,16,1.79
314,Vila Franca Do Campo,PT,2021-04-14 20:44:36,37.7167,-25.4333,60.8,94,20,5.75
315,Yerbogachen,RU,2021-04-14 20:44:36,61.2767,108.0108,10.24,97,64,3.04
316,Mukhen,RU,2021-04-14 20:44:36,48.1,136.1,24.15,70,22,7.74
317,Thinadhoo,MV,2021-04-14 20:44:37,0.5333,72.9333,82.31,64,96,5.77
318,Sokoni,TZ,2021-04-14 20:43:01,-6.4333,39.55,80.6,83,20,18.41
319,Champoton,MX,2021-04-14 20:44:37,19.35,-90.7167,98.6,32,20,16.11
320,Aksarayskiy,RU,2021-04-14 20:44:37,46.7924,48.0119,62.6,36,0,17.9
321,Galdar,ES,2021-04-14 20:44:38,28.147,-15.6502,71.01,68,40,11.5
322,Koungou,YT,2021-04-14 20:44:38,-12.7336,45.2042,80.6,83,0,8.05
323,Kilgore,US,2021-04-14 20:43:04,32.3863,-94.8758,60.8,88,90,9.22
324,Pangnirtung,CA,2021-04-14 20:44:38,66.1451,-65.7125,10.4,79,75,11.5
325,Ixtapa,MX,2021-04-14 20:44:39,20.7,-105.2,80.6,69,1,12.66
326,Newport,GB,2021-04-14 20:42:19,51.5877,-2.9984,43.0,72,17,6.78
327,Upernavik,GL,2021-04-14 20:44:39,72.7868,-56.1549,-4.99,93,96,7.52
328,Isangel,VU,2021-04-14 20:44:40,-19.55,169.2667,82.02,70,33,2.33
329,Seabra,BR,2021-04-14 20:44:40,-12.4186,-41.7703,78.1,41,100,5.95
330,Alice Springs,AU,2021-04-14 20:44:35,-23.7,133.8833,55.4,82,1,4.61
331,Ouadda,CF,2021-04-14 20:44:41,8.0777,22.4007,73.22,13,16,4.38
332,Bengkulu,ID,2021-04-14 20:44:41,-3.8004,102.2655,74.77,88,70,3.27
333,Tateyama,JP,2021-04-14 20:44:41,34.9833,139.8667,48.0,54,55,4.0
334,Ostrovnoy,RU,2021-04-14 20:44:42,68.0531,39.5131,29.44,87,64,26.4
335,Diffa,NE,2021-04-14 20:44:42,13.3154,12.6113,83.28,6,16,5.01
336,Zhuhai,CN,2021-04-14 20:44:43,22.2769,113.5678,77.0,94,40,16.11
337,Kutum,SD,2021-04-14 20:44:43,14.2,24.6667,71.94,10,23,9.51
338,Krasnokamensk,RU,2021-04-14 20:44:43,50.0979,118.0369,32.94,41,100,2.17
339,Te Anau,NZ,2021-04-14 20:44:44,-45.4167,167.7167,51.49,86,89,6.22
340,Callaway,US,2021-04-14 20:44:44,30.153,-85.5699,75.2,60,90,10.36
341,Lingyuan,CN,2021-04-14 20:44:45,41.24,119.4011,45.97,27,24,7.11
342,Port Blair,IN,2021-04-14 20:44:45,11.6667,92.75,81.41,76,100,2.39
343,Alofi,NU,2021-04-14 20:44:46,-19.0595,-169.9187,77.0,78,40,2.3
344,Bulgan,MN,2021-04-14 20:44:46,48.8125,103.5347,16.68,89,10,5.57
345,Constitucion,CL,2021-04-14 20:44:46,-35.3333,-72.4167,63.81,70,24,14.43
346,San Andres,CO,2021-04-14 20:43:21,12.5847,-81.7006,86.0,70,40,16.11
347,Nuzvid,IN,2021-04-14 20:44:47,16.7833,80.85,77.07,70,88,6.2
348,Guaratuba,BR,2021-04-14 20:44:47,-25.8828,-48.5747,73.0,83,100,8.01
349,Novoorsk,RU,2021-04-14 20:44:48,51.381,58.9813,42.8,75,0,4.47
350,Muroto,JP,2021-04-14 20:44:49,33.2833,134.15,51.76,54,53,16.31
351,Tete,MZ,2021-04-14 20:44:49,-16.1564,33.5867,73.4,73,0,3.06
352,Vestmanna,FO,2021-04-14 20:44:50,62.1564,-7.1664,44.6,100,75,9.22
353,Padang,ID,2021-04-14 20:44:50,-0.9492,100.3543,77.49,88,98,3.85
354,Margate,GB,2021-04-14 20:44:51,51.3813,1.3862,42.01,66,12,4.0
355,Bakel,SN,2021-04-14 20:44:51,14.905,-12.4568,95.29,10,0,5.32
356,Maldonado,UY,2021-04-14 20:44:27,-34.6667,-54.9167,73.4,60,20,9.22
357,Houston,US,2021-04-14 20:42:00,29.7633,-95.3633,80.01,83,90,5.75
358,Ambulu,ID,2021-04-14 20:44:52,-8.345,113.6058,73.96,89,21,3.22
359,Sao Filipe,CV,2021-04-14 20:44:52,14.8961,-24.4956,77.5,56,65,14.29
360,Lasa,IT,2021-04-14 20:44:52,46.6166,10.7002,46.4,46,0,6.91
361,Bambanglipuro,ID,2021-04-14 20:44:53,-7.95,110.2833,75.15,89,99,3.18
362,Bereda,ES,2021-04-14 20:44:53,43.2686,-7.5406,46.0,94,34,11.01
363,Half Moon Bay,US,2021-04-14 20:44:53,37.4636,-122.4286,63.0,71,1,10.36
364,Acari,PE,2021-04-14 20:44:54,-15.4311,-74.6158,78.58,61,22,8.3
365,Ampanihy,MG,2021-04-14 20:44:54,-24.7,44.75,71.46,90,0,4.99
366,Alyangula,AU,2021-04-14 20:44:54,-13.8483,136.4192,73.4,94,90,7.85
367,Avera,US,2021-04-14 20:44:55,33.194,-82.5271,84.2,32,40,11.5
368,Talas,TR,2021-04-14 20:44:55,38.6908,35.5538,46.4,76,75,4.5
369,Ust-Ishim,RU,2021-04-14 20:44:55,57.6935,71.1665,44.37,96,47,4.52
370,Hualmay,PE,2021-04-14 20:44:56,-11.0964,-77.6139,70.83,76,81,8.55
371,Norrtalje,SE,2021-04-14 20:41:11,59.758,18.705,39.0,70,99,2.91
372,Clarence Town,AU,2021-04-14 20:44:56,-32.5833,151.7833,59.0,72,40,8.05
373,Yar-Sale,RU,2021-04-14 20:44:57,66.8333,70.8333,35.71,99,100,16.42
374,Bushehr,IR,2021-04-14 20:44:57,28.9684,50.8385,77.0,44,40,9.22
375,Anzio,IT,2021-04-14 20:44:57,41.4853,12.6179,52.0,85,11,1.01
376,Shestakovo,RU,2021-04-14 20:44:58,56.4915,103.96,25.0,98,100,1.39
377,Vilyuysk,RU,2021-04-14 20:44:58,63.7553,121.6247,10.72,98,99,5.35
378,Piacabucu,BR,2021-04-14 20:44:58,-10.4056,-36.4344,78.6,76,77,7.72
379,Jacareacanga,BR,2021-04-14 20:44:58,-6.2222,-57.7528,78.87,89,100,2.51
380,Carutapera,BR,2021-04-14 20:44:59,-1.195,-46.02,78.6,90,98,6.38
381,Lubao,PH,2021-04-14 20:44:59,14.9167,120.55,80.6,78,75,2.3
382,Dwarka,IN,2021-04-14 20:44:59,22.2394,68.9678,79.75,70,6,11.95
383,Talnakh,RU,2021-04-14 20:45:00,69.4865,88.3972,3.81,88,100,6.22
384,Bilibino,RU,2021-04-14 20:45:00,68.0546,166.4372,2.05,72,43,2.93
385,Moree,AU,2021-04-14 20:45:01,-29.4667,149.85,53.6,82,90,6.91
386,Bay City,US,2021-04-14 20:45:01,43.5945,-83.8889,48.2,46,90,17.27
387,Kahului,US,2021-04-14 20:40:47,20.8947,-156.47,78.8,57,20,17.27
388,Woensdrecht,NL,2021-04-14 20:45:01,51.4163,4.337,39.99,75,44,6.91
389,Mareeba,AU,2021-04-14 20:45:02,-17.0,145.4333,71.6,88,13,5.75
390,Dingle,PH,2021-04-14 20:45:02,10.9995,122.6711,75.96,89,100,4.81
391,Faya,SA,2021-04-14 20:45:03,18.3851,42.4509,68.0,52,0,6.91
392,Russell,US,2021-04-14 20:45:03,32.3502,-85.1999,80.6,39,90,5.75
393,Alpine,US,2021-04-14 20:45:03,32.835,-116.7664,64.99,48,75,8.05
394,Eyl,SO,2021-04-14 20:45:04,7.9803,49.8164,80.49,71,70,8.55
395,Itoman,JP,2021-04-14 20:45:04,26.1247,127.6694,68.0,73,75,8.05
396,Kidal,ML,2021-04-14 20:45:04,18.4411,1.4078,91.87,7,2,11.3
397,Menongue,AO,2021-04-14 20:45:05,-14.6585,17.691,66.63,61,94,5.7
398,Fort Morgan,US,2021-04-14 20:45:05,40.2503,-103.8,46.4,31,90,14.97
399,Iisalmi,FI,2021-04-14 20:45:06,63.5592,27.1907,35.6,60,0,5.75
400,Bada,RU,2021-04-14 20:45:06,51.392,109.8717,23.29,77,95,4.05
401,Bushenyi,UG,2021-04-14 20:45:06,-0.5853,30.2114,61.16,89,95,1.43
402,Yulara,AU,2021-04-14 20:45:07,-25.2406,130.9889,60.8,67,75,6.91
403,Watsa,CD,2021-04-14 20:45:07,3.0372,29.5355,63.52,89,82,3.15
404,Asasa,ET,2021-04-14 20:45:07,7.1,39.2,56.35,79,74,3.76
405,Salinopolis,BR,2021-04-14 20:45:08,-0.6136,-47.3561,80.19,85,88,9.46
406,Payo,ID,2021-04-14 20:45:08,-3.7508,103.6372,71.65,97,89,1.68
407,Medford,US,2021-04-14 20:41:44,42.3265,-122.8756,66.0,19,1,4.61
408,Senno,RU,2021-04-14 20:45:09,59.5336,33.9167,30.99,90,92,4.54
409,Porbandar,IN,2021-04-14 20:45:09,21.6422,69.6093,79.36,72,6,13.82
410,North Bend,US,2021-04-14 20:40:12,43.4065,-124.2243,64.99,39,1,14.97
411,Warmbad,NA,2021-04-14 20:45:09,-28.45,18.7333,81.14,20,0,10.2
412,Westerland,DE,2021-04-14 20:42:08,54.9079,8.3033,41.0,75,90,10.36
413,Kencong,ID,2021-04-14 20:45:10,-8.2833,113.3667,74.7,90,19,3.13
414,Hobyo,SO,2021-04-14 20:45:10,5.3505,48.5268,81.91,67,92,13.82
415,Asheville,US,2021-04-14 20:42:15,35.6009,-82.554,75.2,33,75,12.66
416,Mabaruma,GY,2021-04-14 20:45:11,8.2,-59.7833,82.78,68,97,5.75
417,Erzin,TR,2021-04-14 20:45:11,36.9559,36.2,60.01,80,96,2.64
418,La Rioja,ES,2021-04-14 20:45:11,42.25,-2.5,50.0,62,0,2.3
419,Jasper,US,2021-04-14 20:45:11,37.2001,-94.3502,64.4,36,1,8.05
420,Muli,MV,2021-04-14 20:45:12,2.9167,73.5667,82.85,68,69,9.75
421,Mantua,IT,2021-04-14 20:43:49,45.1667,10.7833,46.0,71,72,3.0
422,Nioro,GM,2021-04-14 20:45:12,13.35,-15.75,82.36,37,1,12.86
423,Villa Carlos Paz,AR,2021-04-14 20:45:13,-31.4241,-64.4978,77.0,53,20,13.8
424,Waingapu,ID,2021-04-14 20:45:13,-9.6567,120.2641,75.24,78,9,4.0
425,Kieta,PG,2021-04-14 20:45:13,-6.2167,155.6333,79.5,83,96,1.48
426,Livingstonia,MW,2021-04-14 20:45:13,-10.606,34.1063,63.59,86,100,6.4
427,Piranshahr,IR,2021-04-14 20:45:14,36.701,45.1413,43.18,44,2,5.19
428,Volot,RU,2021-04-14 20:45:14,57.9278,30.7025,36.34,91,100,6.11
429,Leshukonskoye,RU,2021-04-14 20:45:14,64.8989,45.7622,33.06,79,47,10.69
430,Santa Marta,CO,2021-04-14 20:41:33,11.2408,-74.199,91.99,62,100,1.01
431,Gavle,SE,2021-04-14 20:45:15,60.6745,17.1417,30.0,76,26,1.99
432,Awbari,LY,2021-04-14 20:45:15,26.5921,12.7805,76.19,21,46,10.63
433,Shimoda,JP,2021-04-14 20:45:15,34.6667,138.95,50.0,71,99,5.99
434,Rio Gallegos,AR,2021-04-14 20:45:11,-51.6226,-69.2181,57.2,62,40,23.02
435,Banda Aceh,ID,2021-04-14 20:45:16,5.5577,95.3222,78.93,77,91,4.03
436,Coos Bay,US,2021-04-14 20:43:56,43.3665,-124.2179,64.99,39,1,14.97
437,Dabhol,IN,2021-04-14 20:45:16,17.6,73.1667,79.09,71,0,3.04
438,Bagotville,AU,2021-04-14 20:45:17,-28.9833,153.4167,55.99,94,0,4.92
439,Forrest City,US,2021-04-14 20:45:17,35.0081,-90.7898,64.4,77,90,6.91
440,Arinos,BR,2021-04-14 20:45:18,-15.9169,-46.1056,77.34,51,100,4.09
441,Masterton,NZ,2021-04-14 20:45:18,-40.9597,175.6575,61.0,79,81,5.01
442,Vyazemskiy,RU,2021-04-14 20:45:18,47.5378,134.7525,25.36,50,8,6.71
443,Lincoln,US,2021-04-14 20:42:35,40.8,-96.667,51.01,40,20,12.66
444,Preston,GB,2021-04-14 20:44:08,53.7667,-2.7167,46.99,68,72,8.3
445,Igrim,RU,2021-04-14 20:45:19,63.1906,64.4162,44.64,90,100,12.33
446,Port Augusta,AU,2021-04-14 20:45:19,-32.5,137.7667,51.8,71,97,5.99
447,Bhimunipatnam,IN,2021-04-14 20:45:19,17.8833,83.4333,79.68,60,55,5.99
448,Bud,US,2021-04-14 20:45:20,39.447,-86.1758,61.0,36,1,13.8
449,Ancud,CL,2021-04-14 20:45:20,-41.8697,-73.8203,53.6,100,75,4.61
450,Lillooet,CA,2021-04-14 20:45:20,50.6856,-121.942,68.0,19,1,8.05
451,Qui Nhon,VN,2021-04-14 20:44:17,13.7667,109.2333,74.46,85,14,3.67
452,Sagarejo,GE,2021-04-14 20:45:43,41.734,45.3315,51.8,54,0,19.57
453,Tam Ky,VN,2021-04-14 20:45:43,15.5667,108.4833,75.2,94,20,2.3
454,Barra,BR,2021-04-14 20:45:43,-11.0894,-43.1417,83.14,44,83,3.06
455,Maxixe,MZ,2021-04-14 20:45:43,-23.8597,35.3472,70.65,78,0,5.55
456,Moerai,PF,2021-04-14 20:45:44,-22.4333,-151.3333,76.42,84,100,18.19
457,Karpogory,RU,2021-04-14 20:45:44,64.0019,44.4451,35.26,75,100,9.75
458,Thunder Bay,CA,2021-04-14 20:45:13,48.4001,-89.3168,43.0,70,90,9.22
459,Tecoanapa,MX,2021-04-14 20:45:44,16.5167,-98.75,86.16,55,100,11.41
460,Nelson Bay,AU,2021-04-14 20:45:45,-32.7167,152.15,60.01,72,40,8.05
461,Olathe,US,2021-04-14 20:43:47,38.8814,-94.8191,57.99,33,1,11.5
462,Ambilobe,MG,2021-04-14 20:45:45,-13.2,49.05,72.41,94,76,3.0
463,Pineville,US,2021-04-14 20:45:46,31.3224,-92.4343,63.0,94,90,4.61
464,Tirano,IT,2021-04-14 20:45:46,46.2154,10.1679,44.01,54,75,4.61
465,Diego De Almagro,CL,2021-04-14 20:45:46,-26.3667,-70.05,76.73,22,0,9.04
466,Codrington,AU,2021-04-14 20:45:47,-38.2667,141.9667,55.33,77,97,10.76
467,Praia,CV,2021-04-14 20:45:47,14.9215,-23.5087,75.2,57,0,26.46
468,Kunming,CN,2021-04-14 20:45:47,25.0389,102.7183,55.4,58,0,6.71
469,Gravdal,NO,2021-04-14 20:45:48,68.1214,13.5031,39.2,87,75,26.46
470,Namwala,ZM,2021-04-14 20:45:48,-15.7504,26.4384,65.03,52,99,4.54
471,Hirtshals,DK,2021-04-14 20:45:48,57.5881,9.9592,37.4,65,0,4.61
472,Forio,IT,2021-04-14 20:45:49,40.7342,13.8646,55.0,70,46,11.99
473,Pangody,RU,2021-04-14 20:45:49,65.85,74.4859,35.76,99,100,18.45
474,Sao Miguel Do Araguaia,BR,2021-04-14 20:45:49,-13.275,-50.1628,79.81,71,95,4.9
475,Kampong Thum,KH,2021-04-14 20:45:50,12.7111,104.8887,79.0,82,21,0.94
476,Marataizes,BR,2021-04-14 20:45:50,-21.0433,-40.8244,74.25,72,5,14.34
477,Bokajan,IN,2021-04-14 20:45:50,26.0167,93.7833,74.23,41,78,2.42
478,Hofn,IS,2021-04-14 20:45:51,64.2539,-15.2082,43.68,86,43,15.12
479,Pokrovsk,UA,2021-04-14 20:45:51,48.282,37.1758,44.62,89,12,6.73
480,Semey,KZ,2021-04-14 20:45:51,50.4111,80.2275,42.04,61,7,4.27
481,Zeya,RU,2021-04-14 20:45:52,53.75,127.2667,12.38,91,51,2.91
482,Naze,JP,2021-04-14 20:45:52,28.3667,129.4833,60.31,62,91,8.57
483,Deputatskiy,RU,2021-04-14 20:45:52,69.3,139.9,-13.2,100,100,1.97
484,Abha,SA,2021-04-14 20:42:09,18.2164,42.5053,68.0,52,0,6.91
485,Dharchula,IN,2021-04-14 20:45:53,29.85,80.5333,61.79,31,20,8.72
486,Comodoro Rivadavia,AR,2021-04-14 20:45:53,-45.8667,-67.5,60.8,67,75,4.61
487,Dicabisagan,PH,2021-04-14 20:45:54,17.0818,122.4157,75.61,87,68,2.57
488,Oyem,GA,2021-04-14 20:45:54,1.5995,11.5793,68.25,98,98,1.86
489,Daru,PG,2021-04-14 20:45:54,-9.0763,143.2092,78.57,76,54,10.18
490,Carballo,ES,2021-04-14 20:45:55,43.213,-8.691,54.0,73,26,1.01
491,Kabansk,RU,2021-04-14 20:45:55,52.0486,106.6528,21.2,86,79,2.24
492,Nara,JP,2021-04-14 20:43:14,34.6851,135.8049,41.0,93,20,3.44
493,Sisimiut,GL,2021-04-14 20:45:55,66.9395,-53.6735,15.84,79,100,20.56
494,Meulaboh,ID,2021-04-14 20:45:56,4.1363,96.1285,76.77,87,77,2.48
495,Picos,BR,2021-04-14 20:45:56,-7.0769,-41.4669,81.03,65,100,2.46
496,Sinnamary,GF,2021-04-14 20:45:57,5.3833,-52.95,80.71,82,89,9.62
497,Fayaoue,NC,2021-04-14 20:45:57,-20.65,166.5333,79.0,84,83,16.42
498,Los Alamos,US,2021-04-14 20:45:57,35.8881,-106.307,61.0,8,1,17.27
499,Maceio,BR,2021-04-14 20:41:24,-9.6658,-35.7353,78.8,89,75,6.91
500,Cabedelo,BR,2021-04-14 20:45:58,-6.9811,-34.8339,80.6,89,20,11.5
501,Luau,AO,2021-04-14 20:45:58,-10.7073,22.2247,62.29,97,95,2.28
502,Novaya Lyalya,RU,2021-04-14 20:45:59,59.055,60.599,43.99,92,11,7.58
503,Wajima,JP,2021-04-14 20:45:59,37.4,136.9,43.23,52,0,3.22
504,Acapulco,MX,2021-04-14 20:43:31,16.8634,-99.8901,84.2,74,90,10.36
505,Laviana,ES,2021-04-14 20:45:59,43.2333,-5.5333,53.01,76,20,12.66
506,Sampit,ID,2021-04-14 20:46:00,-2.5333,112.95,72.41,98,100,1.43
507,Satrikh,IN,2021-04-14 20:46:00,26.8667,81.2,78.8,36,51,4.9
508,Juneau,US,2021-04-14 20:46:00,58.3019,-134.4197,46.4,76,90,9.22
509,Morant Bay,JM,2021-04-14 20:46:01,17.8815,-76.4093,87.8,62,20,11.5
510,Kumluca,TR,2021-04-14 20:46:01,36.3703,30.2869,58.23,83,97,3.09
511,Palmares Do Sul,BR,2021-04-14 20:46:02,-30.2578,-50.5097,70.63,63,31,14.14
512,Kavieng,PG,2021-04-14 20:46:02,-2.5744,150.7967,81.3,74,31,5.32
513,Strezhevoy,RU,2021-04-14 20:46:02,60.7333,77.5889,33.8,93,0,6.71
514,Snasa,NO,2021-04-14 20:46:03,64.2457,12.3778,37.4,70,40,3.44
515,Bira,RU,2021-04-14 20:46:03,49.0,132.4667,17.49,71,5,2.86
516,Zaysan,KZ,2021-04-14 20:46:04,47.4667,84.8667,41.27,42,22,3.91
517,Qaqortoq,GL,2021-04-14 20:46:04,60.7167,-46.0333,39.2,65,20,8.05
518,Natchitoches,US,2021-04-14 20:46:05,31.7668,-93.1335,66.2,88,90,6.91
519,Victoria Point,AU,2021-04-14 20:46:05,-27.5833,153.3,62.01,86,0,5.35
520,Kuznechnoye,RU,2021-04-14 20:46:06,61.12,29.8686,37.0,74,100,3.96
521,Pilar,BR,2021-04-14 20:46:06,-9.5972,-35.9567,78.8,89,75,6.91
522,Sabancuy,MX,2021-04-14 20:46:07,18.9667,-91.1833,95.54,40,42,2.93
523,Kushima,JP,2021-04-14 20:46:07,31.4583,131.2333,49.75,68,100,8.46
524,Sorland,NO,2021-04-14 20:46:08,67.667,12.6934,40.05,82,100,33.51
525,Sistranda,NO,2021-04-14 20:46:08,63.7256,8.834,39.2,75,20,11.5
526,Bluefield,US,2021-04-14 20:46:08,37.2698,-81.2223,66.99,42,90,9.22
527,Kijang,KR,2021-04-14 20:46:09,35.2442,129.2139,44.6,61,0,2.3
528,Myitkyina,MM,2021-04-14 20:46:09,25.3833,97.4,69.26,47,3,1.57
529,Selty,RU,2021-04-14 20:46:09,57.3132,52.1345,44.46,92,5,4.54
530,Marsa Matruh,EG,2021-04-14 20:46:10,31.3525,27.2453,63.41,59,5,12.46
531,Komyshnya,UA,2021-04-14 20:46:10,50.1859,33.684,48.9,90,100,4.85
532,Lac Du Bonnet,CA,2021-04-14 20:46:10,50.2536,-96.0612,30.99,100,100,7.0
533,Corinto,GR,2021-04-14 20:46:11,37.9407,22.9573,60.01,44,34,3.0
534,Tutoia,BR,2021-04-14 20:46:11,-2.7619,-42.2744,79.12,88,73,8.75
535,Floro,NO,2021-04-14 20:46:12,61.5996,5.0328,41.0,75,75,2.3
536,Mendi,PG,2021-04-14 20:46:12,-6.1761,143.6513,51.21,96,91,2.91
537,Yueyang,CN,2021-04-14 20:46:12,29.3333,113.0919,56.19,96,100,4.85
538,Marzuq,YE,2021-04-14 20:46:13,14.4,46.4667,68.18,65,3,5.84
539,Orchard Homes,US,2021-04-14 20:46:13,46.8633,-114.0484,45.0,39,90,8.05
540,Reichenau,PL,2021-04-14 20:46:13,50.9075,14.9563,37.0,82,100,3.51
541,Oxford,GB,2021-04-14 20:45:39,51.7522,-1.256,41.0,60,0,6.91
542,Palivere,EE,2021-04-14 20:46:14,58.9664,23.8911,35.01,81,100,3.0
543,Kharhial,IN,2021-04-14 20:46:14,20.2833,82.7667,83.23,35,100,5.93
544,Keti Bandar,PK,2021-04-14 20:46:14,24.1447,67.4497,79.72,66,11,12.26
545,Dom Pedro,BR,2021-04-14 20:46:15,-4.4833,-44.45,78.31,88,100,1.88
546,Skibbereen,IE,2021-04-14 20:46:15,51.55,-9.2667,41.0,93,20,4.61
547,Port Lincoln,AU,2021-04-14 20:46:15,-34.7333,135.8667,61.48,62,99,10.0
548,Gladstone,AU,2021-04-14 20:46:15,-23.85,151.25,60.8,82,0,8.05
549,Necochea,AR,2021-04-14 20:46:16,-38.5473,-58.7368,73.99,53,0,15.99
550,Surt,LY,2021-04-14 20:46:16,31.2089,16.5887,60.66,71,100,6.11
551,Eluru,IN,2021-04-14 20:44:36,16.7,81.1,76.62,75,96,5.59
552,Progreso,MX,2021-04-14 20:46:17,21.2833,-89.6667,102.0,25,75,18.41
553,Svetlaya,RU,2021-04-14 20:46:17,46.5389,138.3297,31.3,52,85,7.81
554,Privodino,RU,2021-04-14 20:46:18,61.0781,46.5044,50.5,86,100,8.32
555,Umm Lajj,SA,2021-04-14 20:46:18,25.0213,37.2685,75.16,44,0,7.2
556,Buchanan,LR,2021-04-14 20:46:18,5.8808,-10.0467,77.0,94,40,5.06
557,Cairns,AU,2021-04-14 20:46:19,-16.9167,145.7667,71.6,88,12,5.75
558,Coldwater,US,2021-04-14 20:46:19,41.9403,-85.0005,53.01,40,40,16.11
559,Placido De Castro,BR,2021-04-14 20:46:20,-10.3353,-67.1856,78.1,87,100,0.67
560,Nabire,ID,2021-04-14 20:46:20,-3.3667,135.4833,73.87,91,100,4.23
561,Oyugis,KE,2021-04-14 20:46:21,-0.509,34.7358,71.6,83,40,5.75
562,Lerwick,GB,2021-04-14 20:46:21,60.1545,-1.1494,46.4,81,40,5.75
563,Fare,PF,2021-04-14 20:46:22,-16.7,-151.0167,81.54,73,100,11.54
564,Evans,US,2021-04-14 20:46:23,33.5337,-82.1307,86.0,34,75,8.01
565,Longyearbyen,SJ,2021-04-14 20:45:02,78.2186,15.6401,5.0,66,20,14.97
566,Puerto Madryn,AR,2021-04-14 20:46:23,-42.7692,-65.0385,76.35,34,94,13.38
567,Mecca,SA,2021-04-14 20:46:24,21.4267,39.8261,78.51,40,100,4.92
568,Kaitangata,NZ,2021-04-14 20:46:24,-46.2817,169.8464,50.04,89,100,4.07
569,Havre-Saint-Pierre,CA,2021-04-14 20:46:25,50.2334,-63.5986,44.6,57,1,14.97
570,Curillo,CO,2021-04-14 20:46:25,1.0333,-75.9191,82.33,64,85,2.62
571,Nemuro,JP,2021-04-14 20:46:25,43.3236,145.575,33.94,64,90,10.67
572,Tumut,AU,2021-04-14 20:46:25,-35.3,148.2167,42.8,100,1,2.57
573,Minab,IR,2021-04-14 20:46:26,27.1467,57.0801,84.2,61,20,4.61
574,Jinxi,CN,2021-04-14 20:46:26,30.4323,116.2922,54.99,91,98,0.58
575,Pacific Grove,US,2021-04-14 20:44:33,36.6177,-121.9166,63.0,48,1,12.66
576,Vorsma,RU,2021-04-14 20:46:27,55.9856,43.2717,51.8,62,0,4.47
577,Chelno-Vershiny,RU,2021-04-14 20:46:27,54.4333,51.1,49.24,85,3,7.7
578,Dodola,ET,2021-04-14 20:46:27,6.9833,39.1833,55.0,80,89,3.02
579,Tupik,RU,2021-04-14 20:46:28,54.4253,119.9327,17.31,97,99,1.97
580,Bantogon,PH,2021-04-14 20:46:28,6.5333,124.0333,78.51,78,99,3.65
581,Borogontsy,RU,2021-04-14 20:46:29,62.6683,131.1683,-3.55,99,78,0.83
582,Ziarat,PK,2021-04-14 20:46:29,30.3823,67.7282,53.74,45,98,9.93
583,Podor,MR,2021-04-14 20:46:29,16.6527,-14.9587,92.98,11,2,12.21
584,Urucara,BR,2021-04-14 20:46:30,-2.5364,-57.76,79.84,91,57,2.77
585,Buala,SB,2021-04-14 20:46:30,-8.145,159.5921,81.61,75,73,2.42
586,Yumen,CN,2021-04-14 20:46:30,40.2833,97.2,36.41,21,44,12.21
587,San Quintin,MX,2021-04-14 20:46:10,30.4833,-115.95,61.93,57,87,19.69
588,Acajutla,SV,2021-04-14 20:46:31,13.5928,-89.8275,84.0,79,99,5.01
589,Mancora,PE,2021-04-14 20:46:31,-4.1078,-81.0475,84.2,58,0,13.8
590,Brooks,CA,2021-04-14 20:46:32,50.5834,-111.8851,50.0,37,10,5.75
