City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
401,Akyab,MM,20.15,92.9,86.67,55,0,13.31,clear sky
402,Komsomolskiy,UZ,40.4272,71.7189,69.8,23,100,20.71,moderate rain
403,Souillac,MU,-20.5167,57.5167,80.6,83,75,11.5,light rain
404,Lundazi,ZM,-12.2929,33.1782,62.62,83,98,8.75,overcast clouds
405,Porto Novo,BJ,6.4965,2.6036,80.6,89,40,3.44,scattered clouds
406,Asheboro,US,35.7079,-79.8136,55.0,76,90,3.94,overcast clouds
407,Ullapool,GB,57.8987,-5.1604,46.99,70,100,5.01,overcast clouds
408,Conde,BR,-7.2597,-34.9075,73.4,100,75,4.61,broken clouds
409,Palafrugell,ES,41.9174,3.1631,52.0,93,0,1.14,clear sky
410,San Esteban,HN,15.2,-85.75,74.12,85,73,3.36,broken clouds
411,Necochea,AR,-38.5473,-58.7368,61.0,89,89,10.18,light rain
412,Imeni Poliny Osipenko,RU,52.4201,136.4853,53.19,49,28,2.77,scattered clouds
413,Pangnirtung,CA,66.1451,-65.7125,-0.56,82,18,8.08,few clouds
414,Eniwa,JP,42.8779,141.5442,48.2,100,75,14.97,moderate rain
415,Koroni,GR,36.8,21.95,64.0,88,40,6.26,scattered clouds
416,Santa Cruz,BO,-17.8,-63.1667,68.88,94,28,2.24,scattered clouds
417,Boyolangu,ID,-8.1181,111.8935,83.84,70,94,6.33,overcast clouds
418,Bambanglipuro,ID,-7.95,110.2833,84.27,69,79,9.73,broken clouds
419,Turukhansk,RU,65.8167,87.9833,14.67,77,93,9.46,overcast clouds
420,Baruun-Urt,MN,46.6806,113.2792,67.06,11,36,16.89,scattered clouds
421,Tyret Pervaya,RU,53.6703,102.3106,35.31,32,33,7.72,scattered clouds
422,Zhaodong,CN,46.0833,125.9833,57.2,41,0,8.95,clear sky
423,Kamenka,RU,51.3223,42.7678,44.01,96,12,5.75,few clouds
424,Banjar,ID,-8.19,114.9675,87.8,70,20,13.8,few clouds
425,Zhuhai,CN,22.2769,113.5678,77.0,73,40,18.41,scattered clouds
426,Tifton,US,31.4505,-83.5085,62.6,94,75,5.75,light rain
427,Arcot,IN,12.9,79.3333,96.37,34,8,8.93,clear sky
428,Oskemen,KZ,49.9565,82.6119,55.4,38,29,4.47,scattered clouds
429,Basco,PH,20.4487,121.9702,75.61,67,88,34.25,overcast clouds
430,Carutapera,BR,-1.195,-46.02,75.6,91,97,5.17,overcast clouds
431,Boa Vista,BR,2.8197,-60.6733,78.8,78,0,11.5,clear sky
432,Olga,RU,43.7444,135.2892,50.05,55,100,9.69,overcast clouds
433,Igarka,RU,67.4667,86.5833,1.89,78,27,14.5,scattered clouds
434,Kupang,ID,-10.1667,123.5833,85.33,62,83,12.41,broken clouds
435,Vangaindrano,MG,-23.35,47.6,69.87,62,25,8.68,scattered clouds
436,Maragogi,BR,-9.0122,-35.2225,75.07,85,96,1.54,light rain
437,San Joaquin,US,37.9333,-121.3011,68.0,42,1,10.36,clear sky
438,Troy,US,42.6056,-83.1499,46.99,76,90,4.61,overcast clouds
439,Hobyo,SO,5.3505,48.5268,86.31,58,53,11.39,broken clouds
440,Vavuniya,LK,8.7514,80.4971,91.92,49,18,5.23,few clouds
441,Valdivia,CL,-39.8142,-73.2459,48.2,100,0,2.3,clear sky
442,Ugoofaaru,MV,5.6667,73.0,83.89,71,83,8.19,light rain
443,Mount Isa,AU,-20.7333,139.5,86.0,23,1,11.5,clear sky
444,Quatre Cocos,MU,-20.2078,57.7625,84.99,83,75,11.5,light rain
445,Adwa,ET,14.1646,38.8955,73.54,26,90,15.75,overcast clouds
446,Paamiut,GL,61.994,-49.6678,11.93,58,7,9.89,clear sky
447,College,US,64.8569,-147.8028,48.2,46,1,6.91,clear sky
448,Angoche,MZ,-16.2325,39.9086,76.82,65,94,12.15,overcast clouds
449,Guilin,CN,25.2819,110.2864,64.4,94,90,4.47,mist
450,Cockburn Town,TC,21.4612,-71.1419,77.94,86,0,15.28,clear sky
451,Tucuman,AR,-26.8241,-65.2226,71.6,94,75,3.15,broken clouds
452,Eyl,SO,7.9803,49.8164,85.71,57,51,10.76,broken clouds
453,Tautira,PF,-17.7333,-149.15,82.4,69,20,2.3,few clouds
454,Taoudenni,ML,22.6783,-3.9836,74.37,24,0,15.57,clear sky
455,San Cristobal,VE,7.7669,-72.225,66.76,86,89,2.66,overcast clouds
456,Ixtapa,MX,20.7,-105.2,65.39,66,0,3.15,clear sky
457,Mucurapo,TT,10.6667,-61.5333,78.01,83,20,3.44,few clouds
458,Humaita,BR,-7.5061,-63.0208,72.23,98,100,2.44,overcast clouds
459,Sakakah,SA,29.9697,40.2064,75.2,31,0,6.91,clear sky
460,Samarai,PG,-10.6167,150.6667,83.98,74,72,14.85,broken clouds
461,Saint-Joseph,RE,-21.3667,55.6167,77.0,73,90,9.22,overcast clouds
462,San Angelo,US,31.4638,-100.437,46.4,81,90,5.39,overcast clouds
463,Belaya Kholunitsa,RU,58.84,50.8528,36.5,57,59,10.67,broken clouds
464,West Wendover,US,40.7391,-114.0733,44.6,42,1,6.91,clear sky
465,Sumbe,AO,-11.2061,13.8437,79.74,73,65,3.89,broken clouds
466,Santa Barbara,US,34.7333,-120.0343,62.01,93,1,6.42,clear sky
467,Ocampo,MX,21.65,-101.5,57.99,14,1,7.99,clear sky
468,Segovia,ES,41.1667,-4.0,37.0,70,0,3.71,clear sky
469,Tilichiki,RU,60.4667,166.1,28.72,89,42,4.76,scattered clouds
470,Cooma,AU,-36.2333,149.1333,60.8,31,5,8.05,clear sky
471,Birao,CF,10.2849,22.7882,82.2,10,75,5.37,broken clouds
472,Madang,PG,-5.2246,145.7966,76.93,87,100,9.73,light rain
473,Bom Jesus,BR,-9.0744,-44.3586,71.69,78,99,2.77,overcast clouds
474,Sept-Iles,CA,50.2001,-66.3821,30.0,80,20,8.05,few clouds
475,Mercedes,AR,-34.6515,-59.4307,63.0,90,5,6.62,clear sky
476,Teguise,ES,29.0605,-13.564,62.6,72,75,6.91,broken clouds
477,Ramgarh,IN,23.6333,85.5167,91.4,43,40,4.61,haze
478,Port Moresby,PG,-9.4431,147.1797,80.98,82,97,5.39,overcast clouds
479,Balabagan,PH,7.5264,124.1142,86.38,64,100,8.93,overcast clouds
480,Cidreira,BR,-30.1811,-50.2056,69.21,87,82,5.91,broken clouds
481,Vao,NC,-22.6667,167.4833,75.15,78,66,18.34,broken clouds
482,Rovaniemi,FI,66.5,25.7167,37.4,65,0,6.91,clear sky
483,Kongolo,CD,-5.3833,27.0,72.25,86,66,4.32,broken clouds
484,Kuching,MY,1.55,110.3333,82.4,78,40,2.3,scattered clouds
485,Sabha,LY,27.0377,14.4283,78.01,26,96,9.93,overcast clouds
486,Zhashkiv,UA,49.2454,30.1102,44.71,81,97,5.59,overcast clouds
487,Ocos,GT,14.5094,-92.1933,66.99,97,71,6.17,broken clouds
488,Gannan,CN,47.9147,123.5031,63.7,19,0,14.58,clear sky
489,Chenzhou,CN,25.8,113.0333,64.56,89,100,2.71,overcast clouds
490,Sabang,ID,5.8933,95.3214,83.71,72,69,9.13,broken clouds
491,Upington,ZA,-28.4478,21.2561,60.8,67,0,4.61,clear sky
492,Ko Samui,TH,9.5357,99.9357,91.4,62,20,6.91,few clouds
493,Odweyne,SO,9.4092,45.064,77.18,55,16,11.23,few clouds
494,Formosa,AR,-26.1775,-58.1781,66.2,94,0,5.75,clear sky
495,Sisimiut,GL,66.9395,-53.6735,11.35,75,87,16.49,overcast clouds
496,Rabaul,PG,-4.1967,152.1721,84.34,70,77,4.43,moderate rain
497,Ust-Omchug,RU,61.15,149.6333,30.85,81,100,8.88,overcast clouds
498,Ayan,RU,56.45,138.1667,28.72,88,98,4.74,overcast clouds
499,Noumea,NC,-22.2763,166.4572,86.0,54,75,4.61,broken clouds
500,Qaqortoq,GL,60.7167,-46.0333,21.2,38,1,4.61,clear sky
501,Chapais,CA,49.7834,-74.8492,33.8,80,75,4.61,broken clouds
502,Nakamura,JP,32.9833,132.9333,58.05,45,14,12.46,few clouds
503,Bani Walid,LY,31.7566,13.9942,57.99,76,100,9.13,overcast clouds
504,Bonthe,SL,7.5264,-12.505,77.58,86,100,4.74,overcast clouds
505,Tak,TH,16.5833,98.8333,86.0,70,40,5.75,scattered clouds
506,Port Hardy,CA,50.6996,-127.4199,51.8,81,20,3.2,few clouds
507,Banjarmasin,ID,-3.3244,114.591,89.6,58,20,11.5,few clouds
508,Carbondale,US,37.7273,-89.2168,48.2,87,1,3.44,clear sky
509,Vagur,FO,61.4732,-6.8119,45.37,91,100,39.12,overcast clouds
510,Ust-Uda,RU,54.1742,103.0304,33.24,39,19,6.46,few clouds
511,Ushtobe,KZ,45.2514,77.9838,71.24,26,91,7.9,overcast clouds
512,Balabac,PH,7.9868,117.0645,82.04,78,94,13.56,overcast clouds
513,Stawell,AU,-37.05,142.7667,62.56,51,87,8.9,overcast clouds
514,Dzaoudzi,YT,-12.7887,45.2699,78.8,89,75,13.0,moderate rain
515,Ahipara,NZ,-35.1667,173.1667,58.26,68,100,3.91,overcast clouds
516,Luderitz,NA,-26.6481,15.1594,77.25,38,3,6.73,clear sky
517,Sirmaur,IN,24.85,81.3833,98.53,13,8,10.54,clear sky
518,Hovd,MN,48.0056,91.6419,57.78,13,0,10.47,clear sky
519,Nazret,ET,8.55,39.2667,73.92,47,88,8.25,overcast clouds
520,Shimoda,JP,34.6667,138.95,62.6,45,20,18.41,few clouds
521,Riviere-Au-Renard,CA,48.9957,-64.3971,32.0,93,90,6.64,light snow
522,Jardim Do Serido,BR,-6.5844,-36.7744,73.09,84,99,4.12,overcast clouds
523,Desaguadero,PE,-16.5656,-69.0417,40.68,74,0,4.76,clear sky
524,Chipinge,ZW,-20.1883,32.6236,57.83,66,65,4.47,broken clouds
525,Yumen,CN,40.2833,97.2,63.95,7,100,2.13,overcast clouds
526,Kasongo-Lunda,CD,-6.4667,16.8167,72.19,89,94,2.01,overcast clouds
527,Ust-Ordynskiy,RU,52.805,104.7508,37.4,35,0,6.71,clear sky
528,Corinto,GR,37.9407,22.9573,57.99,68,98,2.77,overcast clouds
529,Druzhba,UA,52.0428,33.9453,41.72,86,99,6.24,light rain
530,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,88,20,8.08,few clouds
531,Novosokolniki,RU,56.3463,30.1578,46.22,66,53,10.83,broken clouds
532,Benalla,AU,-36.55,145.9833,68.0,37,8,4.61,clear sky
533,Penon Blanco,MX,24.7897,-104.0369,61.77,24,0,4.47,clear sky
534,Angostura,MX,25.3667,-108.1833,63.0,76,0,1.01,clear sky
535,Bardiyah,LY,31.7561,25.0865,77.02,35,55,5.99,broken clouds
536,Flin Flon,CA,54.7682,-101.865,26.31,81,84,9.89,broken clouds
537,Dudinka,RU,69.4058,86.1778,-6.39,88,42,8.75,scattered clouds
538,Leninskiy,RU,54.2781,37.4558,46.54,76,100,2.35,moderate rain
539,Oistins,BB,13.0667,-59.5333,78.8,65,20,20.71,few clouds
540,Praia,CV,14.9215,-23.5087,68.0,83,20,17.27,few clouds
541,Yablonovo,RU,50.8523,37.3574,44.6,87,75,4.47,broken clouds
542,Kholodnyy,RU,62.7167,147.95,31.48,77,100,17.65,overcast clouds
543,Salamiyah,SY,35.0113,37.0532,78.89,22,40,3.38,scattered clouds
544,Nordby,DK,55.446,8.3979,43.0,87,75,5.75,broken clouds
545,Verkhnyaya Khava,RU,51.8404,39.9413,44.6,100,16,2.24,mist
546,Dovbysh,UA,50.3733,27.9874,42.75,84,18,6.96,few clouds
547,The Valley,AI,18.217,-63.0578,79.0,87,0,5.01,clear sky
548,Blacksburg,US,37.2296,-80.4139,44.01,87,1,2.26,clear sky
549,Corpus Christi,US,27.8006,-97.3964,62.6,55,90,23.02,overcast clouds
550,Rostusa,MK,41.61,20.6,41.0,93,75,2.98,broken clouds
551,Cabras,IT,39.93,8.5314,46.0,91,90,7.0,moderate rain
552,Yorkton,CA,51.2167,-102.4677,42.8,61,40,18.41,light rain
553,Sinazongwe,ZM,-17.2614,27.4618,69.1,57,100,9.53,overcast clouds
554,Kathmandu,NP,27.7167,85.3167,77.0,31,20,13.8,few clouds
555,Lima,PE,-12.0432,-77.0282,68.0,82,0,9.22,clear sky
556,Wahpeton,US,46.2652,-96.6059,37.99,70,1,5.75,clear sky
557,San Fernando,PH,15.0286,120.6898,96.8,36,75,11.5,broken clouds
558,Sena Madureira,BR,-9.0656,-68.6569,70.83,92,100,2.24,overcast clouds
559,Valreas,FR,44.3837,4.9908,46.99,57,0,13.8,clear sky
560,Maniitsoq,GL,65.4167,-52.9,5.72,74,41,16.55,scattered clouds
561,Manzhouli,CN,49.6,117.4333,66.69,18,57,19.15,broken clouds
562,Ovsyanka,RU,55.9575,92.5519,35.6,44,0,8.95,clear sky
563,Male,MV,4.1748,73.5089,87.8,79,75,8.05,broken clouds
564,Kaspiyskiy,RU,45.3929,47.3707,58.33,73,100,8.28,overcast clouds
565,Naron,ES,43.5167,-8.1528,45.0,100,0,5.75,clear sky
566,Kudahuvadhoo,MV,2.6708,72.8944,83.25,64,66,8.1,broken clouds
567,Moron,AR,-34.6534,-58.6198,69.01,98,6,1.01,clear sky
568,Freeport,US,40.6576,-73.5832,50.0,57,90,3.44,overcast clouds
569,Cap Malheureux,MU,-19.9842,57.6142,84.99,72,79,5.01,broken clouds
570,Gaoua,BF,10.2992,-3.2508,78.22,64,83,5.86,broken clouds
571,Inverness,GB,57.4791,-4.224,45.0,70,100,5.28,moderate rain
572,Goslar,DE,51.9043,10.4277,44.01,84,100,1.01,overcast clouds
573,Esil,KZ,51.9556,66.4042,61.97,46,17,11.56,few clouds
574,Mago,RU,53.2514,140.1822,42.6,85,99,3.2,overcast clouds
575,Husavik,IS,66.0449,-17.3389,39.2,70,90,18.41,overcast clouds
576,Waiuku,NZ,-37.25,174.75,61.0,82,90,24.16,overcast clouds
577,Coruripe,BR,-10.1256,-36.1756,75.52,83,87,4.14,overcast clouds
578,Mahajanga,MG,-15.7167,46.3167,78.8,83,40,6.91,scattered clouds
579,Panjab,AF,34.388,67.0233,43.52,34,7,5.14,clear sky
580,Tabas,IR,33.5959,56.9244,78.51,16,100,2.89,overcast clouds
581,Matara,LK,5.9485,80.5353,81.99,76,100,4.85,overcast clouds
582,Urubicha,BO,-15.3833,-62.95,70.45,99,53,0.47,broken clouds
583,Hargeysa,SO,9.56,44.065,76.53,51,22,12.01,few clouds
584,Topolovgrad,BG,42.0833,26.3333,48.0,81,90,9.22,overcast clouds
585,Micheweni,TZ,-4.9667,39.8333,78.73,86,100,15.1,moderate rain
586,Nador,MA,35.174,-2.9287,55.4,88,0,4.61,clear sky
587,Jackson,US,42.4165,-122.8345,66.2,26,1,10.36,clear sky
588,Moree,AU,-29.4667,149.85,71.6,28,0,17.27,clear sky
589,Batagay,RU,67.6333,134.6333,22.66,88,100,7.25,light snow
590,Ornskoldsvik,SE,63.2909,18.7153,37.4,75,8,4.61,clear sky
591,Okhotsk,RU,59.3833,143.3,30.52,89,99,5.73,overcast clouds
592,Foz,ES,43.5692,-7.2544,37.0,100,58,3.0,broken clouds
593,Galle,LK,6.0367,80.217,84.92,64,98,5.68,overcast clouds
594,Orlik,RU,52.5178,99.825,33.71,31,60,6.13,broken clouds
595,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,63,75,10.36,broken clouds
596,Celestun,MX,20.8667,-90.4,79.86,80,25,8.46,scattered clouds
597,Grand-Santi,GF,4.25,-54.3833,69.33,99,84,1.74,broken clouds
598,Niquero,CU,20.0431,-77.5828,77.09,82,0,10.29,clear sky
599,Neuquen,AR,-38.9516,-68.0591,55.4,71,0,5.26,light rain
600,Meadow Lake,US,34.8014,-106.5436,45.0,60,90,19.57,light rain
601,Pangkalanbuun,ID,-2.6833,111.6167,87.89,57,92,5.03,light rain
602,Belmonte,BR,-15.8631,-38.8828,69.8,94,0,3.44,clear sky
603,Kutum,SD,14.2,24.6667,76.44,9,64,12.59,broken clouds
604,Atocha,BO,-20.9333,-66.2333,43.65,60,1,4.14,clear sky
605,Srednekolymsk,RU,67.45,153.6833,33.39,95,67,13.11,broken clouds
606,Aitape,PG,-3.1374,142.3475,82.56,76,79,4.0,broken clouds
607,Aasiaat,GL,68.7098,-52.8699,-5.48,96,97,9.8,overcast clouds
608,Manjacaze,MZ,-24.7117,33.8828,66.7,72,62,0.27,broken clouds
609,Nassau,US,40.7507,-73.5829,50.0,57,90,3.44,overcast clouds
610,Kuldiga,LV,56.974,21.9572,46.4,61,0,9.22,clear sky
611,Corrente,BR,-3.7367,-43.3394,71.62,98,93,1.43,moderate rain
612,Ambikapur,IN,23.1167,83.2,98.26,12,17,11.16,few clouds
613,Pallasovka,RU,50.05,46.8833,56.1,48,45,10.89,scattered clouds
614,Saint-Junien,FR,45.8833,0.9,41.0,65,0,9.22,clear sky
615,Fukue,JP,32.6881,128.8419,59.0,58,40,14.97,scattered clouds
616,Itarema,BR,-2.9248,-39.9167,75.67,90,49,7.85,scattered clouds
617,Balykshi,KZ,47.0667,51.8667,64.4,52,40,4.47,scattered clouds
618,Troitskoye,RU,52.9821,84.6757,44.33,52,100,10.33,overcast clouds
619,Bo Rai,TH,12.5728,102.5371,91.99,58,20,11.5,few clouds
620,Takoradi,GH,4.8845,-1.7554,79.43,83,96,6.06,overcast clouds
621,Kirakira,SB,-10.4544,161.9205,82.58,79,100,6.85,overcast clouds
622,Puerto Carreno,CO,6.189,-67.4859,78.48,75,87,4.18,overcast clouds
623,Tefe,BR,-3.3542,-64.7114,72.7,99,99,2.28,light rain
624,Yamethin,MM,20.4333,96.15,97.16,27,3,5.17,clear sky
625,Mayumba,GA,-3.432,10.6554,78.55,88,100,2.73,overcast clouds
626,Marzuq,YE,14.4,46.4667,80.51,16,10,1.74,clear sky
627,Dakar,SN,14.6937,-17.4441,66.2,94,0,6.91,clear sky
628,Tomatlan,MX,19.9333,-105.25,63.77,86,0,2.66,clear sky
629,Podosinovets,RU,60.2776,47.0659,37.35,50,76,10.65,broken clouds
630,Vitim,RU,59.4511,112.5578,21.16,72,96,10.47,overcast clouds
631,Ngunguru,NZ,-35.6167,174.5,62.01,78,100,7.0,overcast clouds
632,Marsh Harbour,BS,26.5412,-77.0636,75.9,80,6,10.76,clear sky
633,Beira,MZ,-19.8436,34.8389,68.0,94,75,9.62,light rain
634,Peace River,CA,56.2501,-117.286,37.4,81,90,17.27,overcast clouds
635,Half Moon Bay,US,37.4636,-122.4286,54.0,76,1,4.61,clear sky
636,Yasenskaya,RU,46.3592,38.269,45.93,91,100,8.81,light rain
637,Riyadh,SA,24.6877,46.7219,75.2,25,0,4.61,clear sky
638,Fougamou,GA,-1.2154,10.5838,74.97,95,100,1.7,overcast clouds
639,Whitehorse,CA,60.7161,-135.0538,42.8,49,1,6.91,clear sky
640,Charagua,BO,-19.8,-63.2167,64.69,95,20,3.38,few clouds
641,Yefremov,RU,53.1481,38.0992,43.34,85,63,3.44,broken clouds
642,Bulgan,MN,48.8125,103.5347,43.84,44,11,10.33,few clouds
643,Nuuk,GL,64.1835,-51.7216,15.8,57,90,19.57,overcast clouds
644,Bressuire,FR,46.9167,-0.5,34.0,88,49,5.68,scattered clouds
645,Kodinar,IN,20.7903,70.7031,94.35,33,0,8.61,clear sky
646,Yerbogachen,RU,61.2767,108.0108,21.54,57,81,11.63,broken clouds
647,Bauchi,NG,10.5,10.0,77.59,50,94,2.57,overcast clouds
648,Newbury,GB,51.4003,-1.3206,33.01,88,97,1.99,overcast clouds
649,Lodi,US,38.1302,-121.2725,66.99,42,1,10.36,clear sky
650,Erenhot,CN,43.6475,111.9767,66.43,6,20,19.86,few clouds
651,Port Hedland,AU,-20.3167,118.5667,89.6,35,0,18.41,clear sky
652,Taicheng,CN,38.731,113.228,63.52,10,0,7.72,clear sky
653,Jinchang,CN,38.4953,102.1739,63.86,10,99,7.72,overcast clouds
654,Saldanha,ZA,-33.0117,17.9442,60.8,41,0,7.85,clear sky
655,Aykhal,RU,66.0,111.5,8.19,85,100,15.77,overcast clouds
656,Nioro,GM,13.35,-15.75,75.13,38,100,2.53,overcast clouds
657,Kyrksaeterora,NO,63.2906,9.0891,41.0,75,0,12.66,clear sky
